COORD_X,COORD_Y,TRAM,Rang,LATITUDE,LONGITUDE
429646.334,4586116.14,T16159Z,30-40 µg/m³,41.42352535571152,2.158058858302749
429769.605,4586094.701,T16160S,20-30 µg/m³,41.42334304864168,2.1595364127968
429843.42,4586117.148,T16161T,20-30 µg/m³,41.423551669205246,2.1604170788280275
428945.071,4585828.483,T16163V,20-30 µg/m³,41.420872832990874,2.149701337986775
428968.411,4585848.325,T16167Z,20-30 µg/m³,41.42105360539867,2.1499782826435663
428988.588,4585888.78,T16168A,20-30 µg/m³,41.42141975033934,2.1502149613241284
429495.204,4586536.412,T16169B,20-30 µg/m³,41.42729732561908,2.156201426837697
429640.207,4586709.442,T16170U,20-30 µg/m³,41.428868450215575,2.1579164992058817
428974.61,4586215.786,T16171V,20-30 µg/m³,41.424363721211726,2.150009298319665
428753.821,4586031.608,T16172W,20-30 µg/m³,41.42268535805414,2.147389004003452
428811.26,4586060.623,T16173X,20-30 µg/m³,41.422951775496294,2.1480728942720164
429161.853,4586614.676,T16174Y,20-30 µg/m³,41.42797288902194,2.1522031434424562
424676.616,4584564.35,T16176A,10-20 µg/m³,41.40909863770788,2.098784968970402
429522.938,4587845.537,T16177B,30-40 µg/m³,41.439090499672886,2.156380659495408
429254.562,4587120.384,T16179D,20-30 µg/m³,41.43253575810832,2.153253391624432
429181.415,4586940.605,T16180W,20-30 µg/m³,41.430910118697426,2.1523990562046182
428972.343,4587329.941,T16186C,20-30 µg/m³,41.434398237704904,2.1498512638792895
429141.825,4587294.627,T16187D,20-30 µg/m³,41.434095151423136,2.1518837652848966
429016.409,4587066.407,T16188E,20-30 µg/m³,41.432028597262715,2.1504095963461816
429024.367,4586975.395,T16189F,20-30 µg/m³,41.43120959464881,2.150515521021291
428941.597,4587004.016,T16190Y,20-30 µg/m³,41.43146005307798,2.1495216136748376
428630.293,4586206.765,T16192A,20-30 µg/m³,41.42425195826489,2.1458902152045205
428558.821,4586390.982,T16193B,20-30 µg/m³,41.4259047684305,2.1450132068316297
428839.098,4586338.065,T16194C,20-30 µg/m³,41.425453044235134,2.148373350223963
428922.888,4586486.106,T16197F,20-30 µg/m³,41.42679380456968,2.1493586077122657
428941.056,4586404.839,T16198G,20-30 µg/m³,41.42606347451786,2.1495855681317377
429002.692,4586387.223,T16199H,20-30 µg/m³,41.42591026438523,2.150325201941412
428840.342,4586613.731,T16200J,20-30 µg/m³,41.42793596019789,2.148355791316828
428798.945,4586963.163,T16202L,20-30 µg/m³,41.431079474469364,2.1478192446084887
428841.783,4586818.469,T16203M,20-30 µg/m³,41.429780074756415,2.1483489363040253
428965.429,4586747.198,T16204N,20-30 µg/m³,41.42914911189567,2.149837001210276
429200.12,4586741.4,T16205O,20-30 µg/m³,41.42911761255727,2.1526462369895785
428919.248,4586838.73,T16206P,20-30 µg/m³,41.429969415877494,2.149273589004492
429814.916,4586932.254,T16208R,20-30 µg/m³,41.43089051213848,2.159981374651272
429861.499,4586946.1,T16209S,20-30 µg/m³,41.43101928667723,2.160537244833714
429885.438,4586929.329,T16210L,20-30 µg/m³,41.43087032721942,2.1608256780227872
430065.61,4586977.903,T16215Q,20-30 µg/m³,41.4313235218189,2.1629762466264935
429337.187,4587255.107,T16219U,20-30 µg/m³,41.43375642490822,2.1542264693724036
429287.246,4587670.437,T16222P,20-30 µg/m³,41.437492728125015,2.153580182845987
429989.329,4587834.417,T16223Q,20-30 µg/m³,41.43903114722391,2.1619641319333978
429838.771,4587866.133,T16225S,20-30 µg/m³,41.439303658468134,2.160158438033763
429885.752,4587921.188,T16226T,30-40 µg/m³,41.439803619581596,2.1607143616963844
429733.363,4587841.65,T16227U,30-40 µg/m³,41.43907393301499,2.158899664410835
429005.167,4587774.597,T16228V,20-30 µg/m³,41.4384059616654,2.150191862455055
427191.863,4586775.8,T16230P,10-20 µg/m³,41.42924791231225,2.128609315817815
429705.009,4585324.093,T16231Q,20-30 µg/m³,41.416396835589644,2.158853022636213
429385.493,4585169.659,T16232R,20-30 µg/m³,41.41497789600772,2.155048132598099
432310.346,4581144.004,T16233S,30-40 µg/m³,41.37897165452682,2.1904926435018774
428542.59,4586125.963,T16235U,20-30 µg/m³,41.423516413394594,2.1448502991129357
431847.377,4586589.534,T16238X,30-40 µg/m³,41.42797878584559,2.1843433651157294
431866.194,4586550.992,T16239Y,30-40 µg/m³,41.42763324770592,2.18457289038601
431870.593,4586588.549,T16240R,50-60 µg/m³,41.42797188370987,2.1846213002507784
430813.809,4586851.468,T16242T,20-30 µg/m³,41.43024956917848,2.171944784889769
430924.873,4589512.188,T16244V,10-20 µg/m³,41.45422318246255,2.1729696974873467
430842.162,4589497.436,T16245W,10-20 µg/m³,41.454083193985355,2.1719811951085606
430437.441,4587024.317,T16246X,20-30 µg/m³,41.43177384488327,2.1674207866535116
430334.845,4587005.793,T16247Y,20-30 µg/m³,41.43159811399844,2.166195097039722
430674.057,4587177.087,T16251U,20-30 µg/m³,41.43317024403727,2.1702349843932174
430665.391,4587218.909,T16252V,20-30 µg/m³,41.433546170467565,2.1701264734318952
430133.793,4587390.138,T16259C,20-30 µg/m³,41.43504229068049,2.1637445724741875
430896.12,4587397.716,T16265A,20-30 µg/m³,41.435176502950995,2.1728673723632492
430905.737,4587353.258,T16266B,20-30 µg/m³,41.43477691430085,2.172987553492922
428856.786,4586292.841,T16273A,20-30 µg/m³,41.425047297519214,2.14859033216162
431711.992,4587288.108,T16274B,30-40 µg/m³,41.434259095155426,2.1826443036201133
431431.816,4587262.634,T16276D,20-30 µg/m³,41.43400578747895,2.179294028985786
431478.321,4587201.866,T16277E,20-30 µg/m³,41.43346244161406,2.1798574911731463
431822.894,4588526.495,T16283C,20-30 µg/m³,41.44542221509112,2.1838318486633623
431564.007,4588241.131,T16285E,20-30 µg/m³,41.44283002197255,2.1807652694639232
431421.995,4588089.67,T16286F,20-30 µg/m³,41.4414537526123,2.179082630406304
431003.016,4588145.193,T16288H,20-30 µg/m³,41.44191793038963,2.174061373355314
430979.275,4588144.407,T16289I,20-30 µg/m³,41.44190881060153,2.17377729635848
430994.343,4588159.506,T16290B,20-30 µg/m³,41.44204609657688,2.173955927413235
430238.537,4588043.187,T16292D,20-30 µg/m³,41.44093314308417,2.1649227709319607
431934.99,4591031.966,T16293E,10-20 µg/m³,41.46799752532106,2.1848911616378808
431901.389,4590724.434,T16294F,20-30 µg/m³,41.46522485804393,2.1845235223632335
431815.416,4590858.519,T16295G,20-30 µg/m³,41.46642520418544,2.183478950020393
431854.108,4590739.117,T16296H,20-30 µg/m³,41.4653530868792,2.1839557323818113
430125.934,4588207.361,T16297I,20-30 µg/m³,41.44240199842305,2.163556010268963
430215.427,4588215.421,T16298J,20-30 µg/m³,41.44248237521464,2.1646262668925385
430866.719,4588445.295,T16305R,20-30 µg/m³,41.444609105007615,2.1723956291062336
430945.096,4588490.666,T16306S,20-30 µg/m³,41.44502448916576,2.1733286106994925
431027.949,4588390.947,T16310O,20-30 µg/m³,41.44413348227545,2.1743317492893954
433349.872,4584424.043,T16316U,30-40 µg/m³,41.408600914506856,2.2025622874528707
430894.079,4589449.998,T16317V,10-20 µg/m³,41.45366041182336,2.1726081587152852
431715.251,4589865.479,T16318W,20-30 µg/m³,41.457472775050476,2.182391931637948
429049.133,4587974.996,T16320Q,10-20 µg/m³,41.44021475292234,2.150694547810324
428923.067,4588048.708,T16321R,10-20 µg/m³,41.44086749411051,2.149176983854475
431680.024,4589708.68,T16323T,20-30 µg/m³,41.456057550348376,2.1819879273822154
431256.699,4581862.397,T16325V,30-40 µg/m³,41.38535268528926,2.1778117100926657
431219.695,4581900.921,T16326W,30-40 µg/m³,41.38569649660753,2.177364802632454
432207.626,4585398.98,T16329Z,20-30 µg/m³,41.4172863421786,2.188787908131993
432191.088,4585343.872,T16330S,20-30 µg/m³,41.41678860669395,2.1885962090274087
432158.477,4585321.194,T16332U,20-30 µg/m³,41.41658160072321,2.1882085656526518
432303.538,4585680.405,T16333V,20-30 µg/m³,41.41982913296524,2.1899039949984505
432370.531,4585613.171,T16334W,20-30 µg/m³,41.419229219380874,2.1907131141374476
432288.139,4585891.799,T16335X,20-30 µg/m³,41.421731792689144,2.189696071158704
432409.874,4585953.899,T16337Z,30-40 µg/m³,41.42230135766111,2.1911457866682835
431504.882,4585331.141,T16338A,20-30 µg/m³,41.4166157453229,2.1803872881676907
431507.139,4585267.778,T16339B,30-40 µg/m³,41.41604524856059,2.1804214671983284
431563.37,4585313.779,T16340U,20-30 µg/m³,41.41646435485442,2.181089051301775
431511.284,4585473.364,T16341V,30-40 µg/m³,41.417897245314265,2.18044778369631
431777.389,4585642.028,T16342W,20-30 µg/m³,41.419438982461536,2.183612724109347
431781.233,4585875.286,T16343X,20-30 µg/m³,41.4215401850224,2.1836324079394465
431789.7,4585846.243,T16344Y,20-30 µg/m³,41.421279323416435,2.183736997596897
431765.382,4585849.646,T16345Z,20-30 µg/m³,41.42130790820213,2.1834456319407893
431817.249,4586103.611,T16347B,30-40 µg/m³,41.4235996880397,2.1840376224053233
432053.878,4585751.012,T16348C,40-50 µg/m³,41.42044399364305,2.1869087712825137
432186.669,4586638.407,T16349D,20-30 µg/m³,41.428447683882844,2.188398167657539
432560.706,4587145.431,T16350W,20-30 µg/m³,41.433045770910134,2.19281771337138
432554.744,4587281.624,T16352Y,20-30 µg/m³,41.43427191464609,2.1927311626758224
433172.979,4587333.383,T16353Z,20-30 µg/m³,41.43478977432389,2.200124550535794
433229.61,4587258.704,T16354A,20-30 µg/m³,41.43412187504528,2.20081057360298
431922.81,4587375.436,T16361Z,20-30 µg/m³,41.43506352594925,2.185157552931021
431765.094,4586791.301,T16362A,50-60 µg/m³,41.42978904493259,2.1833359169392694
431756.61,4586835.802,T16363B,40-50 µg/m³,41.43018912895452,2.183229362924007
431924.244,4587387.924,T16364C,20-30 µg/m³,41.435176122473564,2.185173308665521
433166.915,4587818.88,T16365D,20-30 µg/m³,41.43916198263782,2.1999982798646793
433027.498,4588655.064,T16366E,20-30 µg/m³,41.44668159146045,2.1982368932049914
433052.666,4588595.288,T16367F,20-30 µg/m³,41.446145309003285,2.198544789893106
431921.257,4587697.454,T16368G,30-40 µg/m³,41.43796369485227,2.1851026885709808
433527.181,4587273.445,T16369H,20-30 µg/m³,41.43427932811073,2.204370314359269
433770.161,4587590.222,T16371B,20-30 µg/m³,41.43715251589562,2.2072436178749855
433768.568,4587553.683,T16372C,20-30 µg/m³,41.43682328909002,2.2072285565669625
431989.274,4583747.507,T16373D,30-40 µg/m³,41.40239359326677,2.1863609478031476
432034.442,4583192.367,T16377H,20-30 µg/m³,41.39739743194469,2.1869635794944458
432086.499,4583140.765,T16380C,20-30 µg/m³,41.39693706602248,2.1875920377956746
432226.478,4582697.787,T16381D,20-30 µg/m³,41.392959098904534,2.1893159374568953
432273.397,4582649.76,T16382E,20-30 µg/m³,41.39253048561385,2.1898824836317567
432333.265,4582650.224,T16383F,20-30 µg/m³,41.3925397039855,2.190598479363147
432645.939,4582458.35,T16384G,20-30 µg/m³,41.39083779250865,2.1943595385534094
432720.779,4582383.025,T16385H,20-30 µg/m³,41.390165623879156,2.195263002436648
432700.202,4582594.429,T16387J,20-30 µg/m³,41.39206796209921,2.1949934112472382
432815.131,4582478.959,T16388K,20-30 µg/m³,41.3910375630183,2.1963808133770737
432885.032,4582514.956,T16390E,20-30 µg/m³,41.39136761454433,2.1972128534726076
432920.623,4582371.645,T16391F,20-30 µg/m³,41.39007981864638,2.1976544019668496
432856.076,4582438.515,T16392G,20-30 µg/m³,41.39067671364553,2.1968750065334395
432823.11,4582277.664,T16393H,20-30 µg/m³,41.389225217904965,2.1964985683461227
432761.787,4582341.989,T16394I,20-30 µg/m³,41.38979945252694,2.1957580142095847
432664.803,4582064.379,T16395J,20-30 µg/m³,41.387290978905234,2.194628948697337
432638.783,4582090.624,T16398M,20-30 µg/m³,41.38752518226086,2.194314844455356
432880.623,4582625.138,T16399N,20-30 µg/m³,41.39235962702422,2.1971479103836113
432923.893,4582681.94,T16400P,20-30 µg/m³,41.3928748376636,2.1976591471618145
432729.073,4582641.709,T16401Q,20-30 µg/m³,41.39249621579812,2.195333467543097
432812.663,4582695.307,T16403S,20-30 µg/m³,41.39298594616964,2.1963272955156423
432783.592,4582694.312,T16404T,20-30 µg/m³,41.392974555329886,2.195979701106203
433280.585,4582505.206,T16405U,40-50 µg/m³,41.391312708852105,2.20194484266067
433111.762,4582331.535,T16406V,30-40 µg/m³,41.38973447594015,2.199944856746506
432539.031,4581988.251,T16408X,30-40 µg/m³,41.38659477609597,2.1931332572699223
433090.681,4582604.076,T16412T,20-30 µg/m³,41.392187429861785,2.1996626218582214
433149.365,4582545.153,T16413U,30-40 µg/m³,41.391661605374146,2.200371009987705
433037.189,4582658.162,T16414V,20-30 µg/m³,41.39267011653939,2.1990168560264705
433125.3,4582740.887,T16415W,20-30 µg/m³,41.393422530676986,2.20006157225592
433157.18,4582708.976,T16416X,20-30 µg/m³,41.39313776679798,2.2004463992580896
433211.113,4582655.706,T16417Y,20-30 µg/m³,41.39266245820956,2.201097343914509
432768.467,4582098.505,T16418Z,40-50 µg/m³,41.38760701381037,2.1958649303689097
432876.268,4582018.043,T16419A,20-30 µg/m³,41.38689131586379,2.1971630977308285
431914.239,4584321.273,T16420T,30-40 µg/m³,41.40755497564499,2.185398818787878
431906.296,4584383.798,T16421U,30-40 µg/m³,41.40811744590277,2.18529675999486
432409.283,4583948.898,T16422V,20-30 µg/m³,41.40424288289362,2.191362711003593
432651.4,4584253.0,T16424X,30-40 µg/m³,41.407002161030576,2.1942252196113605
432674.783,4584181.368,T16426Z,30-40 µg/m³,41.40635895120271,2.1945129214398467
432687.936,4584037.823,T16427A,30-40 µg/m³,41.40506718437936,2.194686235077838
432750.306,4584093.003,T16428B,30-40 µg/m³,41.40556939470276,2.1954262208435
432746.311,4584073.498,T16429C,30-40 µg/m³,41.40539338455972,2.1953805966361517
432848.317,4583882.019,T16430V,20-30 µg/m³,41.40367731472404,2.1966221190224
432982.203,4583850.272,T16431W,20-30 µg/m³,41.40340255036112,2.198227245862628
433001.935,4583882.187,T16432X,20-30 µg/m³,41.40369164453497,2.1984597565365376
432930.178,4583911.364,T16433Y,20-30 µg/m³,41.40394845042089,2.197598129933834
432934.954,4583884.456,T16434Z,20-30 µg/m³,41.40370649602216,2.19765824442036
432263.779,4584697.218,T16442Z,20-30 µg/m³,41.410970527534495,2.189538349573475
432630.569,4584330.783,T16445C,30-40 µg/m³,41.407700984153074,2.193967357419422
432696.105,4584394.822,T16446D,30-40 µg/m³,41.40828325460474,2.1947442577617107
433010.624,4584199.456,T16447E,30-40 µg/m³,41.40654992172541,2.1985285836582413
432714.721,4584125.923,T16448F,20-30 µg/m³,41.40586291799013,2.19499686327881
432661.238,4584167.164,T16449G,30-40 µg/m³,41.406229885379894,2.1943524631687508
433708.926,4583503.376,T16451A,20-30 µg/m³,41.40033839851258,2.2069586385368685
433680.958,4583531.494,T16452B,20-30 µg/m³,41.40058934379395,2.206621007385255
433613.284,4583599.631,T16453C,20-30 µg/m³,41.40119745141724,2.2058040216171437
433751.212,4583727.804,T16455E,20-30 µg/m³,41.40236324970171,2.207439900008063
433629.604,4585766.103,T16457G,20-30 µg/m³,41.42071162100429,2.205761604450809
432933.535,4584945.649,T16458H,20-30 µg/m³,41.41326423826222,2.197523662367035
433081.8,4585147.101,T16459I,20-30 µg/m³,41.41509101651808,2.199275261230141
433734.154,4585905.725,T16461C,20-30 µg/m³,41.42197778589045,2.2069973148762925
433726.415,4585876.797,T16462D,20-30 µg/m³,41.42171660137763,2.206907881058342
433328.62,4584542.092,T16464F,30-40 µg/m³,41.40966238659948,2.202295034627446
433993.088,4585490.024,T16467I,20-30 µg/m³,41.41825499735761,2.2101410612504586
434065.348,4585415.788,T16470D,20-30 µg/m³,41.41759230654187,2.211013760084497
434044.774,4585437.789,T16471E,20-30 µg/m³,41.41778877510829,2.2107651912221056
434027.222,4585455.432,T16472F,20-30 µg/m³,41.41794623992358,2.2105532549236573
434079.17,4585483.717,T16473G,20-30 µg/m³,41.418205258583214,2.211171738453217
433261.328,4584226.555,T16474H,20-30 µg/m³,41.40681484807367,2.2015247773228914
433241.869,4584152.217,T16475I,20-30 µg/m³,41.40614369043121,2.2013001873864857
433343.359,4584144.555,T16476J,20-30 µg/m³,41.406083102752774,2.2025151530491636
434183.348,4584911.98,T16478L,20-30 µg/m³,41.41306431529664,2.2124804550347736
434324.708,4585145.878,T16480F,20-30 µg/m³,41.41518253792341,2.2141463332025118
432515.816,4584588.904,T16484J,20-30 µg/m³,41.41001617719904,2.1925657559699627
434494.67,4585017.123,T16485K,20-30 µg/m³,41.414036746673126,2.216193813443963
434549.76,4585004.015,T16486L,20-30 µg/m³,41.41392317471355,2.2168543536176557
434618.097,4585024.732,T16487M,20-30 µg/m³,41.4141153300126,2.2176697286966016
434585.615,4585058.734,T16488N,20-30 µg/m³,41.414418934147015,2.2172774220390377
434540.262,4585059.201,T16489O,20-30 µg/m³,41.41441944740072,2.2167347441576384
434246.82,4585226.633,T16492J,20-30 µg/m³,41.415903507770786,2.2132056521023324
434135.759,4585507.55,T16493K,20-30 µg/m³,41.41842455642524,2.2118462424924714
434217.99,4585548.199,T16496N,20-30 µg/m³,41.41879740715803,2.212825736290785
434275.45,4585604.787,T16497O,20-30 µg/m³,41.41931178209765,2.2135071145954788
434608.203,4585086.591,T16498P,20-30 µg/m³,41.414671673380475,2.217544665788686
434566.158,4585141.33,T16499Q,20-30 µg/m³,41.415161271300526,2.217035694389523
434665.217,4585069.589,T16501T,20-30 µg/m³,41.414523177856495,2.218228650533139
434630.532,4585106.018,T16502U,20-30 µg/m³,41.41484846405661,2.2178097236818126
434179.036,4584440.535,T16503V,20-30 µg/m³,41.40881777891712,2.2124801493522983
432010.924,4582886.237,T16508A,30-40 µg/m³,41.39463822023209,2.186716645225851
432109.25,4584786.164,T16509B,30-40 µg/m³,41.41175859829288,2.1876796132475755
432042.092,4584819.923,T16510U,30-40 µg/m³,41.41205697923486,2.1868723461836823
432005.435,4584778.711,T16511V,30-40 µg/m³,41.41168269544947,2.1864384128502223
432041.888,4584762.194,T16512W,30-40 µg/m³,41.411537015133696,2.1868763895075953
431772.176,4584718.919,T16513X,20-30 µg/m³,41.41112440072301,2.183654459854529
431812.622,4584758.046,T16514Y,20-30 µg/m³,41.41148023740478,2.1841339395553105
431842.053,4584705.416,T16515Z,30-40 µg/m³,41.411008712226455,2.1844919774803944
431767.05,4584759.882,T16516A,20-30 µg/m³,41.411492906090245,2.183588513911307
431681.166,4585221.051,T16517B,20-30 µg/m³,41.41563920793954,2.182508929881089
432056.134,4584654.538,T16518C,30-40 µg/m³,41.41056859583717,2.187058916108269
432092.298,4585058.917,T16519D,30-40 µg/m³,41.41421376605499,2.1874461861803023
432616.876,4585452.049,T16520W,20-30 µg/m³,41.417798740261574,2.1936786664755386
432755.975,4585626.074,T16521X,20-30 µg/m³,41.41937778221137,2.1953236507602005
432556.842,4585138.966,T16522Y,20-30 µg/m³,41.41497386215284,2.1929952611165966
433130.881,4585793.157,T16523Z,20-30 µg/m³,41.42091393642151,2.1997910728503856
430204.536,4583959.997,T16528E,30-40 µg/m³,41.40415446032092,2.164987072596523
431471.449,4581451.234,T16530Y,30-40 µg/m³,41.381667780125795,2.180426427114489
431485.277,4581476.667,T16531Z,40-50 µg/m³,41.381898025632324,2.1805889125272104
431477.662,4581463.938,T16532A,30-40 µg/m³,41.381782730621666,2.18049928822555
431600.678,4581562.553,T16533B,30-40 µg/m³,41.38268139577519,2.1819592366145604
431625.977,4581573.353,T16534C,30-40 µg/m³,41.38278081879046,2.182260558822504
431638.306,4581551.879,T16535D,30-40 µg/m³,41.38258845619122,2.1824104194252256
431241.446,4581505.386,T16537F,30-40 µg/m³,41.3821358882047,2.1776698116491318
424744.914,4586381.899,T16539H,10-20 µg/m³,41.42547473430916,2.0993759079229166
424870.493,4586563.154,T16541B,10-20 µg/m³,41.42711895410061,2.1008560888496746
432380.031,4588753.059,T16544E,30-40 µg/m³,41.44750991751893,2.1904754925860943
424923.258,4586666.652,T16550C,10-20 µg/m³,41.42805603770735,2.1014746491076224
424918.824,4586464.046,T16551D,10-20 µg/m³,41.42623086070663,2.101446749542171
428042.567,4579180.03,T16552E,20-30 µg/m³,41.36091250779455,2.139692280324644
427995.052,4579156.129,T16553F,20-30 µg/m³,41.36069299188199,2.1391270996467067
429426.054,4580789.157,T16556I,30-40 µg/m³,41.37552785889299,2.156043940650584
431493.523,4581628.162,T16564I,30-40 µg/m³,41.38326320021881,2.1806703944263193
431507.337,4581653.684,T16565J,30-40 µg/m³,41.38349424576763,2.1808327071027205
431068.421,4581941.558,T16569N,40-50 µg/m³,41.38604955375924,2.1755510715051387
431065.499,4581973.677,T16570G,40-50 µg/m³,41.38633858952035,2.1755124720703076
431123.866,4581847.393,T16571H,30-40 µg/m³,41.38520618685933,2.1762248549311627
430816.386,4581697.509,T16573J,30-40 µg/m³,41.383829843150146,2.1725648018287886
430904.552,4581933.153,T16574K,30-40 µg/m³,41.38595979409423,2.173592287457278
430885.927,4581969.533,T16575L,30-40 µg/m³,41.38628585765666,2.1733653974158136
431030.236,4581208.28,T16579P,30-40 µg/m³,41.379441863636835,2.175177872748348
430983.696,4581336.944,T16580I,30-40 µg/m³,41.380596711893354,2.1746066949701333
431007.18,4581313.041,T16581J,30-40 µg/m³,41.38038343865803,2.17489024277765
430995.888,4581324.603,T16582K,30-40 µg/m³,41.38048660584737,2.1747538946402027
431001.676,4581281.392,T16584M,30-40 µg/m³,41.38009791343654,2.174828028431194
431062.75,4581333.747,T16585N,30-40 µg/m³,41.380574694630354,2.1755524027756077
431019.621,4581318.987,T16586O,30-40 µg/m³,41.38043805922682,2.175038337525735
431036.164,4581321.189,T16588Q,30-40 µg/m³,41.380459310097855,2.1752359110777886
431046.384,4581317.349,T16589R,30-40 µg/m³,41.38042560025401,2.1753585606264583
431051.541,4581229.483,T16590K,30-40 µg/m³,41.3796346587864,2.1754302256116
431033.975,4581246.601,T16591L,30-40 µg/m³,41.37978733018444,2.175218222827048
431066.351,4581250.748,T16592M,30-40 µg/m³,41.37982745538862,2.175604905264653
431088.194,4581266.02,T16593N,30-40 µg/m³,41.379966876900866,2.175864368756658
431064.097,4581291.902,T16594O,30-40 µg/m³,41.38019792435413,2.1755732704745494
431143.947,4581113.996,T16597R,30-40 µg/m³,41.37860241365063,2.1765483406493855
431325.607,4581013.755,T16598S,50-60 µg/m³,41.37771509579364,2.178731961980032
431592.617,4581907.785,T16600V,30-40 µg/m³,41.385790116940065,2.1818238605559976
431609.341,4581925.201,T16601W,30-40 µg/m³,41.38594839983895,2.18202189986441
431486.123,4581706.051,T16602X,30-40 µg/m³,41.38396409400561,2.1805730926484372
431474.88,4581678.993,T16603Y,30-40 µg/m³,41.38371943278801,2.1804416995365576
431454.314,4581696.675,T16604Z,30-40 µg/m³,41.383876937482,2.1801937546294266
431446.446,4581710.534,T16605A,30-40 µg/m³,41.384001091097225,2.180098094569642
431427.334,4581688.669,T16606B,30-40 µg/m³,41.38380253052947,2.1798720116691563
431451.191,4581682.897,T16607C,30-40 µg/m³,41.38375257690069,2.1801579659848205
431288.772,4581294.587,T16612Z,30-40 µg/m³,41.38024132538793,2.178259661373046
431366.956,4581251.158,T16614B,30-40 µg/m³,41.37985684561234,2.179199516022814
431408.351,4581193.073,T16617E,40-50 µg/m³,41.379337220271466,2.1797010950311773
431436.161,4581239.497,T16618F,40-50 µg/m³,41.3797577184143,2.1800283945995864
431421.698,4581215.172,T16619G,40-50 µg/m³,41.37953739742201,2.1798581976568534
431436.466,4582523.866,T16620Z,30-40 µg/m³,41.39132568295384,2.1798866922009283
431462.425,4582552.891,T16621A,30-40 µg/m³,41.391589314949606,2.1801938822737674
430712.427,4581439.94,T16625E,30-40 µg/m³,41.381501051149485,2.171351030210519
430730.872,4581438.877,T16626F,30-40 µg/m³,41.38149306525573,2.171571723701866
430738.413,4581425.766,T16627G,30-40 µg/m³,41.381375627651984,2.1716634002404325
430713.975,4581512.378,T16629I,30-40 µg/m³,41.38215361149632,2.171361259257977
430695.733,4581483.009,T16630B,30-40 µg/m³,41.38188752270564,2.171146471602594
430781.159,4581473.984,T16632D,30-40 µg/m³,41.381813591266365,2.1721690636595072
430763.011,4581445.192,T16633E,30-40 µg/m³,41.3815527089015,2.1719553319432374
430734.228,4581428.411,T16635G,30-40 µg/m³,41.38139909009031,2.171613052259801
430788.412,4581409.818,T16636H,30-40 µg/m³,41.38123629141981,2.1722631267770645
430799.869,4581387.995,T16637I,30-40 µg/m³,41.3810407236949,2.1724026252428
430274.823,4581217.524,T16638J,30-40 µg/m³,41.379460015741934,2.166143598771881
430289.306,4581231.589,T16639K,30-40 µg/m³,41.37958794970437,2.166315168230796
432286.057,4581481.421,T16641E,30-40 µg/m³,41.382008638196424,2.190164494638712
432602.201,4586287.267,T16643G,20-30 µg/m³,41.42532005343579,2.1934099967742147
432516.792,4586319.96,T16646J,20-30 µg/m³,41.42560733853393,2.192384304449737
432962.252,4587736.404,T16649M,20-30 µg/m³,41.43840208780647,2.197557814908579
432874.234,4587697.71,T16650F,20-30 µg/m³,41.438046230758125,2.196508636917794
432990.98,4587886.781,T16651G,20-30 µg/m³,41.43975888104604,2.1978849797937876
433079.535,4587897.817,T16652H,20-30 µg/m³,41.439865664130146,2.198943683804821
433025.647,4587973.606,T16654J,20-30 µg/m³,41.44054377710604,2.1982902890150484
433129.759,4587858.752,T16655K,20-30 µg/m³,41.43951800300972,2.1995491460429553
433105.336,4588060.911,T16656L,20-30 µg/m³,41.44133674730404,2.1992344419653276
432969.411,4587965.075,T16657M,20-30 µg/m³,41.44046224839943,2.197618131496098
432984.778,4588129.036,T16658N,20-30 µg/m³,41.44194027244963,2.197783875889151
432938.918,4587986.643,T16660H,20-30 µg/m³,41.44065395781352,2.197250759010755
432534.329,4587470.607,T16661I,20-30 µg/m³,41.43597230545222,2.1924657366871747
432376.893,4587345.506,T16663K,20-30 µg/m³,41.434832321801466,2.190595476112681
432482.587,4588550.812,T16666N,30-40 µg/m³,41.44569698427791,2.191725750892491
432477.987,4588687.98,T16668P,30-40 µg/m³,41.44693202021506,2.1916553537582253
433724.341,4587102.513,T16672L,20-30 µg/m³,41.432756091053655,2.2067486978609026
433761.256,4587201.628,T16673M,20-30 µg/m³,41.43365183508377,2.207179629276396
433714.387,4587273.566,T16674N,20-30 µg/m³,41.434295891483565,2.20661080968305
433779.116,4587258.335,T16675O,20-30 µg/m³,41.43416405057191,2.2073871650444428
433771.641,4587302.468,T16676P,20-30 µg/m³,41.43456092656909,2.2072928670323173
433797.38,4587291.524,T16677Q,20-30 µg/m³,41.434464479548204,2.207602115394737
433802.076,4587264.02,T16678R,30-40 µg/m³,41.43421714653292,2.207661330587895
433851.017,4587339.829,T16679S,30-40 µg/m³,41.43490396777607,2.208238765766512
433210.008,4587732.922,T16680L,20-30 µg/m³,41.4383913728212,2.2005235626804764
433201.785,4587802.087,T16681M,20-30 µg/m³,41.43901363524402,2.200417496303314
433309.876,4587798.021,T16682N,20-30 µg/m³,41.43898599900134,2.2017116864182866
433456.79,4587821.903,T16683O,20-30 µg/m³,41.439213285133846,2.2034674701020354
433410.811,4587845.331,T16684P,20-30 µg/m³,41.43942048177517,2.2029145635085547
433257.389,4588701.13,T16685Q,20-30 µg/m³,41.44711563917984,2.2009836915941317
433232.099,4588798.689,T16686R,30-40 µg/m³,41.44799221661977,2.2006701727979134
433210.488,4588846.027,T16687S,30-40 µg/m³,41.44841677586,2.200406240026773
433020.607,4588703.66,T16688T,30-40 µg/m³,41.44711870385976,2.1981490160479864
